Name,Case Number,City,States & Territories,Date Filed,Region Assigned,Status,Date Closed,Reason Closed,No. of Eligible Voters,No. of Employees,Certified Representative,Unit Sought
Radnet Mgmt. Inc. San Fernando Advanced Imaging,31-RD-285225,Panorama City,CA,10/27/21,"Region 31, Los Angeles, California",Closed,11/10/21,Withdrawal Non-adjusted,,3,,"Included: Full Time and Part Time and Per Diem Technical Employees

Excluded: All others"
"The Fynder Group, Inc. d/b/a Nature’s Fynd",13-RC-285109,Chicago,IL,10/26/21,"Region 13, Chicago, Illinois",Closed,1/5/22,Certific. of Representative,3,3,"International Union of Operating Engineers, Local 399","Included:  All full-time and regular part-time skilled maintenance employees working for Nature's Fynd at 815 West Pershing Road, Chicago, Il 60609

Excluded:  Office clerical, professional employees, managers, guards and supervisors as defined by the Act."
"Akima Global Services, Inc.",28-RC-285574,Florence,AZ,10/26/21,"Region 28, Phoenix, Arizona",Open,,,235,250,"United Government Security Officers of America International Union, & Its Local 823 (UGSOA)",
"Precision Human Resource Solutions, Inc.",01-RC-285150,Hartford,CT,10/26/21,"Region 01, Boston, Massachusetts",Closed,12/22/21,Certific. of Representative,148,149,AMALGAMATED TRANSIT UNION,"Included: All employees of the Employer at the facility currently located at 317 West Service Road in Hartford, Connecticut.
Excluded: All other employees, supervisors and managers, and guards as defined in the Act."
"Black Hills Colorado Gas, Inc. d/b/a Black Hills Energy",27-RC-285153,Montrose,CO,10/26/21,"Region 27, Denver, Colorado",Closed,1/12/22,Certification of Results,31,32,,"Include: All Operations Technicians (gas Fitters) working out of the Glenwood, Avon, Basalt, Montrose, and Delta offices in Colorado. Exclude: Supervisors"
Springfield Hospital Inc.,03-RC-285087,Springfield,VT,10/26/21,"Region 03, Buffalo, New York",Closed,1/3/22,Certific. of Representative,70,76,United Nurses and Allied Professionals,"Employees included:  All full-time, part-time and per diem RNs employed by Springfield Hospital, including RNs at the Windham Center.

Employees Excluded:  Guards and supervisors, and all other employees as defined by the Act."
"Dean Transportation, Inc",07-RC-285164,Roscommon,MI,10/26/21,"Region 07, Detroit, Michigan",Closed,12/28/21,Certific. of Representative,24,16,Dean Transportation Employees Union (DTEU),"Included: All drivers, attendants, and monitors.

Excluded: Dispatchers, maintenance employees."
"Massachusetts Senior Action Council, Inc.",01-RC-285189,Quincy,MA,10/26/21,"Region 01, Boston, Massachusetts",Closed,11/15/21,Withdrawal Non-adjusted,,5,,"Included: All full time and regular part-time employees employed by the employer. Excluded: All other employees (managerial, temporary, confidential, guards, and supervisors)"
The Wave Crest Management Team LTD,02-RC-285014,Bronx,NY,10/25/21,"Region 02, New York, New York",Closed,11/12/21,Withdrawal Non-adjusted,,10,,Included: all full time and regular part time superintendents and porters Excluded: all others
"Aramark Uniform & Career Apparel, LLC",08-RD-285059,Cleveland,OH,10/25/21,"Region 08, Cleveland, Ohio",Closed,1/12/22,Certification of Results,36,30,,"Included: All full-time and regular part-time, hourly rated and piece rated production employees at the Employer's Cleveland, Ohio plant


Excluded: All drivers, clerical employees, watchmen and supervisors as defined in the National Labor Relations Act.
"
MP Parking,02-RC-285032,Manhattan,NY,10/25/21,"Region 02, New York, New York",Closed,11/15/21,Withdrawal Non-adjusted,,3,,"Included:
Any and all parking attendants and supervisors located in the location

Excluded:
blank"
Providence Medical Foundation,20-RC-285073,Eureka,CA,10/25/21,"Region 20, San Francisco, California",Closed,12/30/21,Certification of Results,2,2,,"Included:
All full-time, regular part-time, and per diem registered nurses employed as Clinical Registered
Nurse I or II by the Employer who work at the following Humboldt Medical Specialist (d/b/a St.
Joseph Health Medical Group) clinics in Eureka, California: Allergy and Asthma Clinic,
Cardiology Clinic, Cardiology Clinic and Diagnostic Center, Coumadin Clinic, Plastic Surgery·
Clinic, Neurology Clinic, and Obstetrics & Gynecology Clinic.

Excluded:
All other employees, including RNs employed by registries or other agencies providing outside
labor to the Employer, office clerical employees, nurse administrators, managerial employees,
confidential employees, guards, and supervisors within the meaning of the Act."
"Comprehensive Health Services, LLC (Trail House)",28-RC-285070,El Paso,TX,10/25/21,"Region 28, Phoenix, Arizona",Closed,11/15/21,Withdrawal Non-adjusted,,180,,Included: All hourly full-time Youth Care Worker employees Excluded: All supervisors and leads as defined by the Act.
Eversource Energy,01-RC-285099,Berlin,CT,10/25/21,"Region 01, Boston, Massachusetts",Closed,12/28/21,Certification of Results,9,9,,"Included: SCADA Engineers and SCADA Associate Engineers.
Excluded: Guards, Professionals and Supervisors as defined by the Act."
"Amazon.com, Inc.",29-RC-285057,Staten Island,NY,10/25/21,"Region 29, Brooklyn, New York",Closed,11/19/21,Withdrawal Non-adjusted,,5500,,"Included: All hourly full-time and regular part time fulfillment associates, process assistants, sortation associates and transportation associates employed at the Employer's Gulf Avenue, Staten Island, NY Facility Excluded: Truck drivers, delivery associates, information technology employees, maintenance employees, engineering employees, security guards, loss prevention employees, on-site medical employees, office clerical employees, managerial employees, guards and supervisors as defined by the Act."
"Dairy Farmers of America, Inc.",06-RC-285111,New Wilmington,PA,10/25/21,"Region 06, Pittsburgh, Pennsylvania",Closed,1/14/22,Certific. of Representative,202,180,Teamsters Local 261,"Included: Full and Regular Part time hourly employees Excluded: Office, clerical, professionals and supervisors"
The United Illuminating Company,01-RC-285043,Orange,CT,10/25/21,"Region 01, Boston, Massachusetts",Closed,1/20/22,Certific. of Representative,5,5,"UTILITY WORKERS UNION OF AMERICA, AFL-CIO","Included: All Full Time and Regular Part Time Construction Managers and Vegetations Managers.
Excluded: Supervisors as defined by the act and all other employees of the Employers."
"Crestwood Behavioral Health, Inc. dba Crestwood Treatment Center",32-RC-285039,Fremont,CA,10/22/21,"Region 32, Oakland, California",Open,,,,80,,"Included:  FT, PT & On-Call CNAs, Housekeeping EEs, Laundry EEs, Kitchen Aides & Cooks

Excluded:  All others: Program Staff; RNs; LVNs; Supervisors; Directors; Medical Records Clerk
"
"Spruce Confections, LLC and the Coffee Clinic, LLC, a single Employer",27-RC-284980,Boulder,CO,10/22/21,"Region 27, Denver, Colorado",Closed,12/17/21,Certific. of Representative,77,70,"The Bakery, Confectionery, Tobacco Workers and Grain Millers International Union, Local 26","Include: Drivers, baristas, bakers, quality control, and all production and maintenance workers. Exclude: All managers and supervisors as defined by the Act."
"Solution One Industries, Inc.",15-RC-284972,Fort Smith,AR,10/22/21,"Region 15, New Orleans, Louisiana",Closed,1/5/22,Certific. of Representative,5,5,International Brotherhood of Teamsters Local Union 373,"Included:  All Service Technicians

Excluded:  Managers and all others as defined in the Act."
"Hillyard, Inc. d/b/a Hillyard Mid-Atlantic",04-RC-284988,Warminster,PA,10/22/21,"Region 04, Philadelphia, Pennsylvania",Closed,12/13/21,Certific. of Representative,7,9,Highway Truck Drivers and Helpers Local 107 a/w International Brotherhood of Teamsters,"Included: All full-time and regular part-time drivers employed by the Employer at its Warminster, Pennsylvania facility. 

Excluded: All other employees, office clerical employees, guards and supervisors as defined in the Act."
"Student Transportation of America, Inc.",04-RC-284955,Macungie,PA,10/22/21,"Region 04, Philadelphia, Pennsylvania",Closed,2/1/22,Certific. of Representative,2,4,Teamsters Local 773,"INCLUDED: Routing coordinators and dispatchers
CURRENTLY INCLUDED: All full-time and regular part-time bus drivers, bus
attendants, substitute drivers, mechanics, and washers employed by the Company at its
facility currently located at 3096 Route 100, Macungie, PA.
CURRENTLY EXCLUDED: Office clerical employees, maintenance manager, and
guards and supervisors as defined in the Act."
AMEREQUIP CORPORATION,18-RD-284977,Kiel,WI,10/22/21,"Region 18, Minneapolis, Minnesota",Closed,12/20/21,Certific. of Representative,255,222,"District Lodge 10, International Association of Machinists and Aerospace Workers","Included: All production and maintenance employees employed at the Kiel and New Holstein facilities.

Excluded: Quality control employees, production control clerks, cycle counters, all office clerical and professional employees, watchmen, guards, and all supervisors as defined in the National Labor Relations Act as amended, and all other employees."
Dave Steel Company,10-RC-284945,Chesnee,SC,10/22/21,"Region 10, Atlanta, Georgia",Closed,12/1/21,Withdrawal Non-adjusted,,47,,"Included: All full-time and regular part-time hourly production, maintenance, and non­ supervisory employees employed at the employer's Chesnee, SC facility.

Excluded: All other employees, including but not limited to professional employees, guards, and supervisors as defined in the Act.
"
"Intralot, Inc.",13-RC-284981,Bolingbrook,IL,10/22/21,"Region 13, Chicago, Illinois",Closed,1/6/22,Certific. of Representative,44,45,"International Brotherhood of Electrical Workers, Local  Union No. 176","Included:  All full-time and regular part-time Bench Technician, Senior Field Service Technician and Junior Field Service Technician employed with this group by the Employer in the state of Illinois.

Excluded:  Supervisory, Managerial and confidential employees and guards as defined by the Act and other employees."
Hard Rock Hotel and Casino,20-RC-285038,Wheatland,CA,10/22/21,"Region 20, San Francisco, California",Closed,12/30/21,Certific. of Representative,14,13,"International Union of Operating Engineers, Stationary Engineers Local 39","Included:
Slot Technicians and Bench Technicians.

Excluded:
All other employees, Security Guards and Supervisors."
"Paragon Systems, Inc.",05-RC-285004,Washington,DC,10/22/21,"Region 05, Baltimore, Maryland",Closed,10/27/21,Withdrawal Non-adjusted,,13,,"Included:  All full & part-time guards at the facility. 
Excluded:  Office clericals, professional employees, managers & supervisors as defined by the Act."
"Supervalu Wholesale Operations, Inc.",18-RC-285012,Hopkins,MN,10/22/21,"Region 18, Minneapolis, Minnesota",Closed,1/10/22,Certific. of Representative,6,6,International Brotherhood of Teamsters Local 120,"Included:
All regular full-time and regular part-time QA inspectors at the Hopkins MN facility.
Excluded:
All office employees, sales employees, guards and temporary employees defined by act."
Amentum,28-RC-285035,Deming,NM,10/22/21,"Region 28, Phoenix, Arizona",Closed,11/10/21,Withdrawal Non-adjusted,,3,,"Included: All full-time, regular part-time, and on-call Aircraft Mechanic 1, 2, and 3, Ground Support Equipment Technicians, Quality Control & Inspectors employed by the employer at 310 Airport Rd. Hangar N-3 Deming, NM 88030.
Excluded: Managers, Supervisors, Clerical Workers, and all other employees including professional employees, managerial employees, guards, supervisors, and other employees as defined by the Act."
UNITED ELECTRIC(MAGIC AIRE),16-RD-284892,Wichita Falls,TX,10/21/21,"Region 16, Fort Worth, Texas",Closed,11/2/21,Withdrawal Non-adjusted,,70,,"Included: Local 132 stove, furnace, energy and allied appliance workers division of international brotherhood of boilermakers Local 132.

Excluded:"
