"Case Type",Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Employees on charge/petition",Allegations,Participants,Union,"Unit Sought",Voters
R,"Region 06, Pittsburgh, Pennsylvania",06-RD-254218,"Chicora Medical Center, LP",Closed,01/07/2020,01/29/2020,"Withdrawal Non-adjusted","Ford City",PA,76,,"Employer, Legal Representative, Lee Albert, Tucker Arensberg PC, 1500 One PPG Place, Pittsburgh, PA, 15222, (412)594-5611
Involved Party, Legal Representative, Ludwig Bruce, Willig, Williams & Davidson, 1845 Walnut Street, 24th Floor, Philadelphia, PA, 19103-4708, (215)656-3644
Employer, Legal Representative, Irwin Katherine, Tucker Arensberg P.C., 1500  One PPG Pl, Pittsburgh, PA, 15222-5415, (412)594-5508
Employer, Additional Service, Tack Kory, 2062 Hobson Drive, Ford City, PA, 16226
Employer, Employer, Chicora Medical Center, LP, Chicora, PA, 16025
Petitioner, Individual
Involved Party, Union, SEIU Healthcare Pennsylvania, CTW, CLC, Harrisburg, PA, 17102-2528, (609)367-3958
",,"Included:
LPNs, CNAs, Housekeeping, Maintenance.
Excluded:
RNs, Office Staff",
C,"Region 01, Boston, Massachusetts",01-CA-254224,"UNITED STATES POSTAL SERVICE",Closed,01/07/2020,01/15/2020,"Withdrawal Adjusted",BOSTON,MA,2300,"8(a)(5) Refusal to Furnish Information
","Charged Party / Respondent, Legal Representative, Taylor Heather, United States Postal Service, Law Department - NLRB Unit, 1720 Market Street, Room 2400, St. Louis, MO, 63155-9948
Charged Party / Respondent, Legal Representative, Colling James, United States Postal Service, Office of Deputy Managing Counsel-Field                               Law Department - NLRB Unit,, 1720 Market Street, Room 2400, St. Louis, MO, 63155-9948, (720)221-5128
Charged Party / Respondent, Employer, UNITED STATES POSTAL SERVICE, BOSTON, MA, 02205
Charging Party, Union, AMERICAN POSTAL WORKERS UNION, BOSTON METRO AREA LOCAL 100, AFL-CIO, BOSTON, MA, 02111-2800
",,,
C,"Region 08, Cleveland, Ohio",08-CA-254286,"Avon Lake Regional Water",Closed,01/07/2020,01/09/2020,"Withdrawal Non-adjusted","Avon Lake",OH,35,"8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
","Charged Party / Respondent, Employer, Avon Lake Regional Water, Avon, OH, 44012-____
Charging Party, Individual
",,,
C,"Region 07, Detroit, Michigan",07-CA-254213,"United States Postal Service",Closed,01/07/2020,01/15/2020,"Dismissal Non-adjusted",Lansing,MI,100,"8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
","Charged Party / Respondent, Legal Representative, Colling James, United States Postal Service, Office of Deputy Managing Counsel-Field                               Law Department - NLRB Unit,, 1720 Market Street, Room 2400, St. Louis, MO, 63155-9948, (720)221-5128
Charged Party / Respondent, Legal Representative, Kennish Tonya, United States Postal Service, Law Office - NLRB Unit, 475 L’Enfant Plaza, SW, Washington, DC, 20260, (202)268-2390
Charging Party, Individual
Charged Party / Respondent, Employer, United States Postal Service, Lansing, MI, 48910
",,,
C,"Region 29, Brooklyn, New York",29-CA-254347,"Genting Resorts World Casino New York City",Closed,01/07/2020,04/07/2020,"Dismissal Non-adjusted",Jamaica,NY,100,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
","Charged Party / Respondent, Legal Representative, Schmalz Jennifer, Kane Kessler P.C., 666 Third Avenue, New York, NY, 10017-4041, (212)519-5162
Charging Party, Individual
Charged Party / Respondent, Employer, Genting Resorts World Casino New York City, Jamaica, NY, 11420
",,,
C,"Region 22, Newark, New Jersey",22-CB-254214,"International Association of EMT's and Paramedics (Nutley Volunteer Emergency & Rescue Squad, Inc.)",Closed,01/07/2020,02/19/2020,"Withdrawal Non-adjusted",Nutley,NJ,12,"8(b)(2) Union Security Related Actions
","Charged Party / Respondent, Legal Representative, Hall Douglas, International Association of EMT's and Paramedics, Local 1 a/w National Association of Government Employees (NAGE), 3510 Main Street, Bridgeport, CT, 06606, (203)371-6170
Charging Party, Legal Representative, Streger Matthew, Keavney & Streger, LLC, 103 Carnegie Center,, Suite 300, Princeton, NJ, 08540, (732)806-1395
Charging Party, Employer, Nutley Volunteer Emergency & Rescue Squad, Nutley, NJ, 07110
Charged Party / Respondent, Union, International Association of EMT's and Paramedics/ NAGE/ SEIU Local 5000, Quincy, MA, 02169-4213
",,,
C,"Region 29, Brooklyn, New York",29-CA-254258,"Books and Rattles, Inc.",Closed,01/07/2020,03/17/2020,"Withdrawal Non-adjusted","Middle Village",NY,5,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
8(a)(3) Changes in Terms and Conditions of Employment
","Charged Party / Respondent, Legal Representative, SILBERSTEIN MILO, DEALY  SILBERSTEIN & BRAVERMAN, LLP, 225 Broadway Ste 1405, New York, NY, 10007-3768, (212)385-0066
Charging Party, Individual
Charged Party / Respondent, Employer, Books and Rattles, Inc., Middle Village, NY, 11379
",,,
R,"Region 25, Indianapolis, Indiana",25-RC-254219,"Ryder Truck Rental, Inc.",Closed,01/07/2020,02/07/2020,"Certific. of Representative",Davenport,IA,10,,"Employer, Legal Representative, Bernstein Steven, Fisher & Phillips, LLP, 101 E. Kennedy Boulevard, Suite 2350, Tampa, FL, 33602, (813)769-7513
Petitioner, Union, Local Lodge 701, International Association of Machinists & Aerospace Workers, AFL-CIO, Oakbrook Terrace, IL, 60181-5206, (815)280-6400
Employer, Employer, Ryder Transportation, Davenport, IA, 52806, (563)386-8000
","District Lodge 6, International Association of Machinists & Aerospace Workers, AFL-CIO","Included: AII full-time and regular part-time Service Technicians who are employed at the employers 430 W. 76th Street Davenport, IA
52806 facility.

Excluded: All other employees, office clerical employees, professional employees, managerial employees, guards and supervisors, as
defined by the Act.",10
C,"Region 13, Chicago, Illinois",13-CA-254251,"Schulte Hospitality Group d/b/a Chicago Marriott Medical District/UIC Hotel",Closed,01/07/2020,03/09/2020,"Dismissal Non-adjusted",Chicago,IL,33,"8(a)(1) Coercive Actions (Surveillance, etc)
","Charged Party / Respondent, Legal Representative, Pagano Lou, CUIC, LLC (Chicago Marriott at Medical District/UIC), 2000 High Wickham Pl  Ste 300, Louisville, KY, 40245-5909, (502)882-4228
Charged Party / Respondent, Legal Representative, Parente Michael, Baker & Hostetler, LLP, 200 South Civic Center Drive, Suite 1200, Columbus, OH, 43215, (614)462-2627
Charged Party / Respondent, Legal Representative, Fischer Peter, Baker & Hostetler LLP, 1050 Connecticut Ave NW  Ste 1100, Washington, DC, 20036-5318, (202)861-1500
Charged Party / Respondent, Employer, CUIC, LLC (Chicago Marriott at Medical District/UIC), Chicago, IL, 60607-3101
Charged Party / Respondent, Employer, Schulte Hospitality Group d/b/a Chicago Marriott Medical District/UIC Hotel, Chicago, IL, 60607
Charging Party, Union, UNITE HERE Local 1, Chicago, IL, 60604-2449
",,,
C,"Region 02, New York, New York",02-CA-254287,"Dachnowicz Automotive, Inc., d/b/a Tarrytown Honda",Closed,01/07/2020,04/15/2020,"Dismissal Non-adjusted",Tarrytown,NY,20,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
","Charged Party / Respondent, Legal Representative, McGrath James, Bond, Schoeneck & King PLLC, 600 3rd Ave Fl 22, New York, NY, 10016-1915, (646)253-2300
Charged Party / Respondent, Employer, Dachnowicz Automotive, Inc., d/b/a Tarrytown Honda, Tarrytown, NY, 10591
Charging Party, Union, United Automotive Sales & Service Employees Union, Local 1A, affiliated w/NOITU-IUJAT, Jamaica, NY, 11435
",,,
C,"Region 04, Philadelphia, Pennsylvania",04-CA-254212,"Jinny Beauty Supply of New Jersey, LLC",Closed,01/07/2020,01/24/2020,"Withdrawal Non-adjusted",Cinnaminson,NJ,18,"8(a)(3) Discipline
","Charged Party / Respondent, Legal Representative, Rosenbluth Lawrence, Rosenbluth & Rosenbluth, 950 Third Avenue, 32nd Floor, New York, NY, 10022, (212)697-3525
Charged Party / Respondent, Employer, Jinny Beauty Supply, Cinnaminson, NJ, 08077
Charging Party, Individual
",,,
C,"Region 15, New Orleans, Louisiana",15-CA-254367,"J. Cumby Construction",Closed,01/07/2020,01/28/2020,"Dismissal Non-adjusted","Little Rock",AR,25,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
","Charged Party / Respondent, Legal Representative, Kramer Steven, Kramer Rayson LLP, PO Box 629, Knoxville, TN, 37901-0629, (865)525-5134
Charged Party / Respondent, Employer, J. Cumby Construction, Cookeville, TN, 38501
Charging Party, Individual
",,,
C,"Region 02, New York, New York",02-CA-254451,"Harvard Maintenance, Inc.",Open,01/07/2020,,,"New York",NY,100,"8(a)(3) Changes in Terms and Conditions of Employment
8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)
","Charged Party / Respondent, Legal Representative, Bayonne Michel, Harvard Maintenance, 59 Maiden Lane, 17th Floor, New York, NY, 10038, (212)730-0001
Charged Party / Respondent, Legal Representative, Swirsky Steven, Epstein, Becker & Green, P.C., 875 Third Avenue, New York, NY, 10022, (212)351-4640
Involved Party, Union, Local 32BJ Service Employees International Union, 25 W 18th St, New York, NY, 10013
Charged Party / Respondent, Employer, Harvard Maintenance Inc., 59 Maiden Lane, 17th floor, New York, NY, 10038, (212)730-0001
Charging Party, Individual
",,,
C,"Region 25, Indianapolis, Indiana",25-CA-254330,"United States Postal Service",Closed,01/07/2020,05/15/2020,"Withdrawal Adjusted",Evansville,IN,55,"8(a)(5) Refusal to Recognize
8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
","Charged Party / Respondent, Legal Representative, ROXAS ARTHUR, United States Postal Service (Law Department - NLRB Unit), 1720 Market St., Room 2400, St. Louis, MO, 63155-9948, (314)345-5824
Charged Party / Respondent, Legal Representative, Colling James, United States Postal Service, Office of Deputy Managing Counsel-Field                               Law Department - NLRB Unit,, 1720 Market Street, Room 2400, St. Louis, MO, 63155-9948, (720)221-5128
Charging Party, Union, APWU Local #347, Evansville, IN, 47711-____
Charged Party / Respondent, Employer, USPS, Evansville, IN, 47711-____
",,,
C,"Region 13, Chicago, Illinois",13-CA-254222,"SIPI Metals Corp.",Closed,01/07/2020,02/07/2020,"Withdrawal Adjusted",Chicago,IL,100,"8(a)(3) Discipline
","Charged Party / Respondent, Legal Representative, Konkel Mark, Kelley Drye & Warren LLP, 101 Park Avenue, New York, NY, 10178, (212)808-7959
Charged Party / Respondent, Employer, SIPI Metals Corp., Chicago, IL, 60642-1579
Charging Party, Individual
",,,
C,"Region 29, Brooklyn, New York",29-CA-254405,"Solomon Schechter School of Queens",Closed,01/07/2020,03/19/2020,"Dismissal Non-adjusted",Flushing,NY,75,"8(a)(5) Refusal to Furnish Information
","Charging Party, Legal Representative, Newberger Netanel, Milman Labuda Law Group PLLC, 3000 Marcus Ave., Suite 3W8, Lake Success, NY, 11042-____, (516)328-8899
Charged Party / Respondent, Legal Representative, Briton Roger, Jackson Lewis, 44 South Broadway, 14th Floor, White Plains, NY, 10601, (631)247-0404
Charging Party, Union, Teachers' Council of Solomon Schechter School of Queens, Lake Success, NY, 11042
Charged Party / Respondent, Employer, Solomon Schechter School of Queens, Flushing, NY, 11366-____
",,,
C,"Region 13, Chicago, Illinois",13-CA-254293,"United States Postal Service Cardiss Collins Facility",Closed,01/07/2020,01/27/2020,"Withdrawal Non-adjusted",Chicago,IL,10,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
","Charged Party / Respondent, Legal Representative, ROXAS ARTHUR, United States Postal Service, Legal Department - NLRB Unit, 1720 Market St Rm 2400, St. Louis, MO, 63155-9915, (314)345-5824
Charged Party / Respondent, Legal Representative, Colling James, United States Postal Service, Office of Deputy Managing Counsel-Field                               Law Department - NLRB Unit,, 1720 Market Street, Room 2400, St. Louis, MO, 63155-9948, (720)221-5128
Charged Party / Respondent, Employer, United States Postal Service Cardiss Collins Facility, Chicago, IL, 60680
Charging Party, Individual
",,,
C,"Region 15, New Orleans, Louisiana",15-CA-254232,"Graphic Packaging International",Closed,01/07/2020,03/31/2020,"Dismissal Non-adjusted",Monroe,LA,650,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
8(a)(3) Changes in Terms and Conditions of Employment
","Charged Party / Respondent, Legal Representative, Johnson E., Graphic Packaging International, Inc., 1500 Riveredge Parkway, NW, Suite 100, Atlanta, GA, 30328, (770)240-7935
Charged Party / Respondent, Employer, Graphic Packaging International, WEST MONROE, LA, 71292
Charging Party, Individual
",,,
C,"Region 16, Fort Worth, Texas",16-CA-254319,"Consolidated Nuclear Security",Closed,01/07/2020,01/30/2020,"Withdrawal Adjusted",Amarillo,TX,3000,"8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
","Charged Party / Respondent, Employer, CONSOLIDATED NUCLEAR SECURITY, AMARILLO, TX, 79120
Charging Party, Union, INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL UNION 602, AMARILLO, TX, 79106
",,,
C,"Region 31, Los Angeles, California",31-CA-254326,"Los Robles Regional Medical Center",Closed,01/07/2020,03/12/2020,"Withdrawal Adjusted","Thousand Oaks",CA,121,"8(a)(3) Changes in Terms and Conditions of Employment
8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)
","Charging Party, Legal Representative, Deutsch Erica, Bush Gottlieb, A Law Corporation, 801 N. Brand Blvd., Suite 950, Glendale, CA, 91203, (818)973-3200
Charged Party / Respondent, Legal Representative, Beshears Paul, Ford & Harrison LLP, 271 17TH STREET, NW, SUITE 1900, ATLANTA, GA, 30363-6202, (404)888-3879
Charging Party, Union, Service Employees International Union, 121RN, Pasadena, CA, 91103
Charged Party / Respondent, Employer, Los Robles Regional Medical Center, Thousand Oaks, CA, 91360
Charged Party / Respondent, Employer, Los Robles Regional Medical Center, Westlake Village, CA, 91362
",,,
C,"Region 10, Atlanta, Georgia",10-CA-254200,"Big Pucketts Campground",Closed,01/07/2020,01/10/2020,"Withdrawal Non-adjusted",Sparta,TN,2,"8(a)(1) Coercive Rules
","Charged Party / Respondent, Employer, Big Pucketts Campground, Sparta, TN, 38583
Charging Party, Individual
",,,
R,"Region 32, Oakland, California",32-RC-254227,"Richmond Sanitary Service, Inc.",Closed,01/07/2020,01/15/2020,"Withdrawal Non-adjusted",Richmond,CA,2,,"Intervenor, Legal Representative, Sencer Caren, Weinberg Roger & Rosenfeld, 1001 Marina Village Parkway, Suite 200, Alameda, CA, 94501-1091, (510)337-1001
Employer, Legal Representative, Wheeless Steven, STEPTOE & JOHNSON LLP, 1330 CONNECTICUT AVE NW, WASHINGTON, DC, 20036, (202)429-6403
Petitioner, Union, Office & Professional Employees International Union, Local 29, Oakland, CA, 94621-1929, (510)746-5960
Employer, Employer, Republic Services, Inc., Richmond, CA, 94806, (510)453-2115
Intervenor, Union, TEAMSTERS UNION LOCAL NO. 315, Martinez, CA, 94553, (925)228-2246
",,"Included: Clerical dispatch employed by the Employer located at 1 Park Blvd., Richmond, CA 94806.

Excluded: Managers and supervisors.",
C,"Region 01, Boston, Massachusetts",01-CB-254269,"32BJ UNITED SEIU (UG2)",Closed,01/07/2020,02/12/2020,"Withdrawal Adjusted",CAMBRIDGE,MA,21,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
","Charged Party / Respondent, Legal Representative, Arsem-O'Malley Queen, Service Employees International Union Local 32BJ, 25 West 18th Street, New York, NY, 10011, (212)388-3642
Involved Party, Legal Representative, Joy Robert, Morgan Brown & Joy, LLP, 200 State Street,11th floor, Boston, MA, 02109, (617)523-6666
Charged Party / Respondent, Employer, 32BJ UNITED SEIU, BOSTON, MA, 02111-1207
Involved Party, Employer, UG2, CAMBRIDGE, MA, 02141
Charging Party, Individual
",,,
C,"Region 02, New York, New York",02-CA-254461,Harvard,Closed,01/07/2020,03/31/2020,"Withdrawal Non-adjusted","New York",NY,50,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
8(a)(3) Changes in Terms and Conditions of Employment
","Charging Party, Individual
Charged Party / Respondent, Employer, Harvard Maintenance, New York, NY, 10038
",,,
C,"Region 16, Fort Worth, Texas",16-CA-254307,"PRS Inc.",Closed,01/07/2020,03/12/2020,"Dismissal Non-adjusted","Fort Worth",TX,15,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
","Charged Party / Respondent, Employer, PRS INC., FORT WORTH, TX, 76112
Charging Party, Individual
",,,
C,"Region 29, Brooklyn, New York",29-CB-254281,"District Council 1707 (Home Attendant Vendor Agency)",Closed,01/07/2020,03/19/2020,"Dismissal Non-adjusted",Brooklyn,NY,100,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
","Charged Party / Respondent, Legal Representative, Nilliasca Terri, District Council 37, AFSCME, AFL-CIO 1707/95, 125 Barclay Street, New York, NY, 10007-2233, (212)815-1450
Charging Party, Individual
Charged Party / Respondent, Union, DISTRICT COUNCIL 1707, New York, NY, 10036
Involved Party, Employer, Home Attendant Vendor Agency, Brooklyn, NY, 11229
",,,
C,"Region 13, Chicago, Illinois",13-CB-254226,"International Union of Elevator Constructors Local 2 (Thyssen Krupp Elevator Corporation)",Closed,01/07/2020,04/10/2020,"Dismissal Non-adjusted","Chicago Ridge",IL,50,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
","Charged Party / Respondent, Legal Representative, McGann Terrance, McGann Ketterman & Rioux, 111 E. Wacker Drive, Suite 2600, Chicago, IL, 60601, (312)251-9700
Charged Party / Respondent, Union, International Union of Elevator Constructors, Local 2, Chicago Ridge, IL, 60415-2274
Involved Party, Employer, ThyssenKrupp Elevator Corporation, Downers Grove, IL, 60515
Charging Party, Individual
",,,
