Name,"Case Number",City,"States & Territories","Date Filed","Region Assigned",Status,"Date Closed","Reason Closed","No. of Eligible Voters","No. of Employees","Certified Representative","Unit Sought"
"Sega of America, Inc.",21-RC-316785,Irvine,CA,04/24/2023,"Region 21, Los Angeles, California",Closed,04/26/2023,"Withdrawal Non-adjusted",,144,,"Included:  All full time and regular part time employees on the Brand Marketing, Games as a Service, Localization, Marketing Services, PD Ops, Product Development, and Quality Assurance teams, with the job titles: Associate Brand Manager; Associate Localization Producer; Associate Marketing Manager; Associate Producer; Bilingual Project Specialist & Recruiting Support; Bilingual Project Specialist; Brand Manager; Burst Tester (temp); Communications Manager; Community Management Coordinator; Community Manager; Community Specialist; Community Writer; Compliance Specialist; Compliance Tester (temp); Creative Designer; Creative Services Project Manager; Data Analyst; Data Analyst, Performance Marketing and Ad Monetization; Digital Media Designer; Digital Media Manager; Editor; Editor (temp); Game Producer; Graphic Design Project Manager; Graphic Designer; Jr Graphic Designer; Lead Editor; Licensing Coordinator; Licensing Specialist, Brand Marketing; Localization Engineer; Localization Producer; Manager, Media Production; Marketing Coordinator; Media Associate; Media Associate (temp); Media Producer; Operations Specialist; Producer; Project Communications Manager; QA Lead; QA Lead (temp); QA Tester (temp); QA Translator 
(temp); Senior Brand Manager; Senior Communications Manager; Senior Community Manager; Senior Digital Media Manager; Senior Editor; Senior QA Lead; Senior Specialist, Communications; Senior Translator; Senior Web Developer; Submission Coordinator; Translator; Translator (temp); Web Developer 

Excluded: All other employees; all supervisors and guards as defined by the Act"
"Recology Western Oregon",19-RC-316756,McMinnville,OR,04/24/2023,"Region 19, Seattle, Washington",Closed,05/30/2023,"Certification of Results",8,8,"General Teamsters Local Union No. 324","Included:  All full-time Utility, Fabricators and Mechanics at the Recology Western Oregon facility in McMinnville, Oregon. Excluded: AII sales employees, office clerical employees, professional employees, guards and supervisors as defined by the Act, and all other employees."
"Stanford Health Care",20-RC-316787,"Redwood City",CA,04/24/2023,"Region 20, San Francisco, California",Closed,07/18/2023,"Certific. of Representative",25,25,"Service Employees International Union, United Healthcare Workers - West","Included: All Polysornnographic Technologists I-IV, ALL Sleep Technologists I-IV.

Excluded: All other employees including supervisors and guards as defined by the Act."
"KR Contracting, Inc.",05-RC-316660,Washington,DC,04/21/2023,"Region 05, Baltimore, Maryland",Closed,06/01/2023,"Withdrawal Non-adjusted",,16,,"Included: All full time and part-time officers employed by the Employer.

Excluded: All officer clerical employees, professional employees, Lieutenant, and Captain."
"AdaptHealth Minnesota LLC",18-RC-316662,"New Ulm",MN,04/21/2023,"Region 18, Minneapolis, Minnesota",Closed,06/07/2023,"Certific. of Representative",4,3,"Teamsters Local Union No. 120","Included: All regular full time and part-time PAP Specialist, Medical Equipment Technicians and Respiratory Support Technicians employed by the employer at and out of its facility at 1601 S. Broadway New Ulm MN

Excluded: Managerial employees, confidential employees, temporary employees, supervisors and all the employees as defined by the National Labor Relations Act."
"Starbucks Corporation",12-RC-316652,Waycross,GA,04/21/2023,"Region 12, Tampa, Florida",Closed,06/14/2023,"Certific. of Representative",18,18,"Workers United, Southern Regional Joint Board","Included: All full-time and regular part-time Baristas and Shift Supervisors.

Excluded: Asst. Store Managers, Store Managers, office clericals, guards, and supervisors as defined by the Act."
"Whitney Manor Operating Company, LLC",01-RC-316644,Hamden,CT,04/21/2023,"Region 01, Boston, Massachusetts",Closed,09/01/2023,"Certific. of Representative",3,5,"United Food and Commercial Workers International Union, AFL-CIO, Local 371","Included: All full time and regular part time Therapists

Excluded: All per diem therapists, office clerical, and security as defined in the Act."
"Stevenson Crane Service, Inc.",13-RC-316607,Bolingbrook,IL,04/21/2023,"Region 13, Chicago, Illinois",Closed,05/30/2023,"Certific. of Representative",70,61,"International Union of Operating Engineers, Local 150, AFL-CIO","Included:
All full-time and regular parti-time Craft Foremen, A/D Directors, Operators, Oilers, Technicians, 
Riggers, Field Mechanics, Shop Mechanics, Apprentices, Drivers, CDL Drivers, and Non-CDL 
Drivers employed out of the Employer’s facilities currently located at the Bolingbrook, Illinois, 
and South Holland, Illinois, facilities.

Excluded:  All sales representatives, office clerical employees, guards, professional employees, and 
supervisors, as defined by the Act."
"Allied Universal Security Services",05-RC-316573,Washington,DC,04/21/2023,"Region 05, Baltimore, Maryland",Closed,05/08/2023,"Withdrawal Non-adjusted",,25,,"Included:  All full-time and regular part-time employees employed by the Employer.

Excluded:  All officer clerical employees, professional employees, Lieutenants, and Captain."
"The Chemours Company",10-RC-316638,Fayetteville,NC,04/21/2023,"Region 10, Atlanta, Georgia",Closed,07/27/2023,"Certification of Results",230,220,,"Included: All full-time and regular part-time Chemical Laboratory Operators, Operators, Technicians, and Maintenance Employees employed by The Chemours Company at its facility in Fayetteville, NC 

Excluded: All production maintenance coordinators, planners, facilitators, engineers, office clericals, professionals, management and confidential employees, guards, and supervisors under the Act"
"New England Aquarium Corporation",01-RC-316685,Boston,MA,04/21/2023,"Region 01, Boston, Massachusetts",Closed,06/23/2023,"Certific. of Representative",12,13,"International Brotherhood of Teamsters Local 25","Included: All regular part-time Visitor Educators Excluded: All other employees"
"Starbucks Corporation",04-RC-316658,Media,PA,04/21/2023,"Region 04, Philadelphia, Pennsylvania",Closed,06/01/2023,"Certification of Results",28,28,,"Included: All full-time and regular part-time Baristas, Shift Supervisors.

Excluded: Store Managers, Asst. Store Managers, office clericals, guards, and supervisors as defined by the Act."
"University of New Haven",01-RC-316562,"West Haven",CT,04/21/2023,"Region 01, Boston, Massachusetts",Closed,07/28/2023,"Certific. of Representative",38,35,"Unite HERE, Local 217","Included: All full-time and regular part-time maintenance employees employed by the Employer.
Excluded: All office clerical, guards and supervisors as defined in the Act."
"Asante d/b/a Asante Rogue Regional Medical Center",19-RC-316663,Medford,OR,04/21/2023,"Region 19, Seattle, Washington",Open,,,1113,1000,"Service Employees International Union Local 49","Included: All full-time, part-time and per diem non-professional employees employed by the Employer at its acute care hospital located at 2825 E. Barnett Rd, Medford, Oregon 97504, in the following classifications: Anesthesia Tech, Central Processor, CNA, Communication Operator, Cook, Coordinator, Courier, Dietary Clerk, ED Tech, EKG Tech, Endoscopy Tech, Environmental Service, Attendant, Food Service Rep, Imaging Assistant, Lab Aide, Lab Service Rep, Lead Cook, Materials Management, Maternity Techs, Mental Health Associate, Microbiology Processor, Monitor Tech, Pharmacy Tech, Phlebotomist, PSA, Receiver, Registration, Rehab Aide, Schedulers, Scheduling Specialist, Staff Assistant, Sterile Processing Tech, Surgery Aid, Surgery Scheduler, Switchboard, Transporter, Unit Secretary. Excluded: All Professional employees, technical employees, business office clerical employees, skilled maintenance employees, other employees, guards and supervisors as defined in the Act."
"Asante d/b/a Asante Rogue Regional Medical Center",19-RC-316594,Medford,OR,04/21/2023,"Region 19, Seattle, Washington",Open,,,259,267,"Oregon Nurses Association","Included: All technical employees employed at Asante Rouge Regional Medical Center 2825 E Barnett Rd, Medford, OR including the following job classifications, Lead CT Technologist, CT Technologist, PET/CT Technologist, Radiologic Technologist, Radiologic Technologist 1 and 2, Lead Radiologic Technologist, Special Procedures Technologist 1 and 2, Lead Special Procedures Technologist, Lead Electrophysiology Technologist, Electrophysiology Technologist, Histotechnician, Histotechnologist, Lead Histotechnician, Vascular Ultrasound Technologist, Lead Vascular Ultrasound Technologist, Respiratory Care Practitioner 1, 2, and 3, Physical Therapy Assistant, Certified Occupational Therapy Assistant, Licensed Practical Nurse, Ultrasound Technologist, and Medical Lab Technician, MRI Technologist, Cardiac Sonographer, Echo Technologist, Perinatal Technician, Perinatal Scrub Technician, Surgical Technician, Mammography Technologist, Surgical Technologist, Scrub Technician, Surgical Technologist Heart Team, Surgical Technician, Lead Cardiac Sonographer, Pediatric Echocardiographer, Congenital Echocardiographer, Obstetrics Technician. Excluded: Supervisors and managers."
"REPUBLIC SERVICES OF OHIO III, LLC D/B/A PINE GROVE LANDFILL",09-UD-316704,Amanda,OH,04/21/2023,"Region 09, Cincinnati, Ohio",Closed,06/02/2023,"Certification of Results",6,6,"Teamsters Local Union No. 637","Included: 5 Heavy Equipment Operators 1 Technician.

Excluded:  2 Office Staff, 1 General Laborer."
"UNIVERSITY OF DAYTON",09-RC-316645,Dayton,OH,04/20/2023,"Region 09, Cincinnati, Ohio",Closed,06/13/2023,"Certific. of Representative",21,20,"University of Dayton Police Officers Association","Included: All Full-time police officers Excluded: All management including sergeants, lieutenants, captains"
"Sysco San Francisco, Inc.",32-RC-316507,Fremont,CA,04/20/2023,"Region 32, Oakland, California",Closed,05/02/2023,"Withdrawal Adjusted",,2,,"Petitioner, Teamsters Local 853, seeks an Armour-Globe self-determination election for the Maintenance Utility Worker Technician and Fueler/Washer to join the existing bargaining unit."
"Barnhart Crane & Rigging, LLC",25-RC-316564,"East Moline",IL,04/20/2023,"Region 25, Indianapolis, Indiana",Closed,05/17/2023,"Certific. of Representative",9,7,"International Union of Operating Engineers, Local 150, AFL-CIO","Included: All full-time and regular part-time Craft Foreman, A/D Directors, Operators, Oilers, Technicians, Riggers, Field Mechanics, Shop Mechanics, Apprentices, Drivers, CDL Drivers, and Non-CDL Drivers employed out of the Employer's facilities currently located at the East Moline, Illinois, facility.

Excluded: All sales representatives, office clerical employees, guards, professional employees, and supervisors, as defined by the Act."
"BEXAR-BULVERDE VOLUNTEER FIRE DEPARTMENT, INC.",16-RC-316584,"San Antonio",TX,04/20/2023,"Region 16, Fort Worth, Texas",Closed,06/27/2023,"Certific. of Representative",61,70,"BEXAR-BULVERDE PROFESSIONAL FIREFIGHTERS ASSOCIATION","Included: Probationary Firefighters, Lieutenants, Captains, Battalion Chiefs, Training.

Excluded: Fire Chiefs, Deputy Chief, Assistant Chief, Division Chief."
"Tri-State Crane & Rigging Service, LLC",25-RC-316572,Davenport,IA,04/20/2023,"Region 25, Indianapolis, Indiana",Closed,05/26/2023,"Certific. of Representative",12,9,"International Union of Operating Engineers, Local 150, AFL-CIO","Included: All full-time and regular part-time Craft Foremen, A/D Directors, Operators, Oilers, Technicians, Riggers, Field Mechanics, Shop Mechanics, Apprentices, Drivers, CDL Drivers, and Non-CDL Drivers employed out of the Employer's facilities currently located at the Davenport, Iowa, facility.

Excluded: All sales representatives, office clerical employees, guards, professional employees, and supervisors, as defined by the Act."
